Description,p_y101_y1015,q_y101_y1015,p_y101_y102,q_y101_y102,p_y101_y201,q_y101_y201,p_y101_y202,q_y101_y202,p_y102_y201,q_y102_y201,p_y102_y202,q_y102_y202,p_y201_y202,q_y201_y202,>1pep
Pappalysin-1 OS=Homo sapiens GN=PAPPA PE=1 SV=3,0.078988906,0.145823489,0.339517912,0.427446703,0.050829442,0.608824883,0.23110526,0.521208358,0.25373686,0.292986703,0.932824847,1,0.130953548,0.314979834,x
Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2,0.047278765,0.110891168,0.509566322,0.482747644,0.30050513,0.608824883,0.409815726,0.618379065,0.106555653,0.232556846,0.697046708,1,0.109559368,0.304456565,x
Laminin subunit beta-2 OS=Homo sapiens GN=LAMB2 PE=1 SV=2,0.000360865,0.018835858,0.001677924,0.123401569,0.18599468,0.608824883,0.007057208,0.145076259,0.045948335,0.202796792,0.907659059,1,0.080369953,0.27332369,x
Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3,0.163538642,0.215914955,0.797493932,0.562150015,0.568620727,0.6491804,0.480491996,0.644890681,0.617184022,0.408650931,0.191015305,1,0.363882811,0.452141063,x
Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2,1.26E-05,0.003055442,0.383532841,0.437961466,0.210129053,0.608824883,0.009818151,0.16719922,0.147110314,0.247141545,0.618384576,1,0.041134445,0.230857499,x
Actin-related protein 3 OS=Bos taurus GN=ACTR3 PE=1 SV=3,0.141786139,0.201012883,0.720825308,0.54349917,0.145246176,0.608824883,0.404147931,0.616361488,0.276068536,0.300704709,0.412023058,1,0.110068179,0.304456565,x
Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4,0.02014228,0.071215408,0.671134729,0.530030815,0.516310038,0.636245034,0.379787118,0.605782698,0.296423479,0.311049705,0.563264727,1,0.162342863,0.341515629,x
Galectin-3-binding protein OS=Homo sapiens GN=LGALS3BP PE=1 SV=1,0.108856552,0.174343522,0.702771277,0.538042026,0.529608847,0.637619935,0.366859385,0.605416816,0.221229934,0.282086111,0.450736152,1,0.151758604,0.335717615,x
Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3,0.985806818,0.602537211,0.832482228,0.57350572,0.735519437,0.704239514,0.198373423,0.511697088,0.612446894,0.407315765,0.321385818,1,0.16609227,0.34734379,x
Alpha-2-HS-glycoprotein OS=Bos taurus GN=AHSG PE=1 SV=2,0.937534254,0.588833371,0.361357235,0.432274075,0.446005765,0.622806778,0.41262702,0.620394508,0.80488894,0.472127231,0.977054037,1,0.828329774,0.650276049,x
Fetuin-B OS=Bos taurus GN=FETUB PE=2 SV=1,0.968306244,0.597135631,0.301398242,0.406970252,0.50514292,0.636245034,0.435941966,0.626656693,0.787279239,0.466395366,0.9318801,1,0.76519069,0.625105272,x
Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3,0.64554845,0.478782046,0.115727533,0.323161126,0.162115484,0.608824883,0.908400503,0.810180476,0.845950969,0.484591423,0.207874304,1,0.230833494,0.402066429,x
Semaphorin-7A OS=Homo sapiens GN=SEMA7A PE=1 SV=1,0.087291534,0.154832261,0.072916345,0.28983908,0.146018431,0.608824883,0.280419246,0.555770321,0.143000592,0.246068434,0.594211267,1,0.961695896,0.691077549,x
Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=1 SV=2,0.007716617,0.053488684,0.681190487,0.530607727,0.076371195,0.608824883,0.428156299,0.625861393,0.114417221,0.232556846,0.665427912,1,0.103789038,0.301008172,x
Integrin beta-like protein 1 OS=Homo sapiens GN=ITGBL1 PE=2 SV=1,0.396393689,0.346865519,0.70639846,0.53854453,0.200178098,0.608824883,0.849743077,0.791390338,0.116994714,0.232556846,0.756355725,1,0.127243356,0.311367842,x
Clusterin OS=Homo sapiens GN=CLU PE=1 SV=1,0.641817101,0.477547685,0.922453949,0.595824651,0.036436115,0.608824883,0.822614531,0.784689712,0.029948694,0.200708451,0.845944149,1,0.034828913,0.228368515,x
Antithrombin-III OS=Bos taurus GN=SERPINC1 PE=1 SV=2,0.077597436,0.145160173,0.353981724,0.429371006,0.581369108,0.655737979,0.072828995,0.381660173,0.948216777,0.512956262,0.859122591,1,0.979538573,0.694344628,x
Latent-transforming growth factor beta-binding protein 2 OS=Homo sapiens GN=LTBP2 PE=1 SV=3,0.888399252,0.574003355,0.460583198,0.467167454,0.359044884,0.608824883,0.114305878,0.435178604,0.165315802,0.255393905,0.339432149,1,0.04970948,0.242722828,x
Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1,0.012242824,0.058620747,0.429540742,0.454512313,0.382490767,0.608824883,0.835829336,0.788125306,0.248134687,0.290676406,0.583457652,1,0.351346985,0.452141063,x
Laminin subunit alpha-1 OS=Homo sapiens GN=LAMA1 PE=1 SV=2,0.030647005,0.087899319,0.334540762,0.425508684,0.62791417,0.668548072,0.584105481,0.697447373,0.070927986,0.219530624,0.548492001,1,0.150585633,0.335659888,x
Tumor necrosis factor receptor superfamily member 11B OS=Homo sapiens GN=TNFRSF11B PE=1 SV=3,0.076040621,0.143409073,0.191299164,0.36443351,0.032762534,0.608824883,0.034477831,0.286383114,0.000815209,0.059816075,0.01775941,1,0.000142269,0.025113931,x
Complement factor B OS=Bos taurus GN=CFB PE=1 SV=2,0.810427453,0.543490531,0.358786365,0.432274075,0.584752467,0.655737979,0.796170616,0.77603028,0.889359226,0.497453405,0.569863052,1,0.691856097,0.592241689,x
Interstitial collagenase OS=Homo sapiens GN=MMP1 PE=1 SV=3,0.002670089,0.039958573,0.010873957,0.16805672,0.00678156,0.449985323,0.228795669,0.521208358,0.933313758,0.510482975,0.387457805,1,0.384999122,0.455320679,x
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1",0.608496699,0.461676739,0.995104793,0.615516737,0.093823093,0.608824883,0.142778308,0.459841111,0.050480949,0.206824892,0.082422232,1,0.001201686,0.061897598,x
"Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1",0.776789181,0.529774352,0.510249735,0.482747644,0.189833501,0.608824883,0.235224817,0.524151841,0.181845811,0.264932391,0.749089503,1,0.059318775,0.256675826,x
CD166 antigen OS=Homo sapiens GN=ALCAM PE=1 SV=2,0.83187229,0.552658156,0.676746556,0.530030815,0.781452306,0.719593202,0.91721562,0.812418291,0.688560006,0.431758443,0.65921332,1,0.807472621,0.644073891,x
Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2,0.169776842,0.220047265,0.512611271,0.482747644,0.5259737,0.636245034,0.768202593,0.769396576,0.753976744,0.456187777,0.386495768,1,0.423777627,0.475334912,x
Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2,0.089869717,0.158795701,0.041727335,0.246646372,0.279919036,0.608824883,0.054273063,0.343566376,0.85350676,0.487190801,0.701236234,1,0.998260936,0.695723174,x
EMILIN-1 OS=Homo sapiens GN=EMILIN1 PE=1 SV=3,0.177696617,0.225566622,0.576875213,0.497041915,0.365148748,0.608824883,0.536849414,0.675296436,0.539762781,0.384308053,0.895558603,1,0.610975854,0.55872611,x
45 kDa calcium-binding protein OS=Homo sapiens GN=SDF4 PE=1 SV=1,0.845226086,0.558107973,0.907851616,0.592078069,0.144088149,0.608824883,0.611527078,0.706968053,0.089433299,0.230303107,0.499884522,1,0.063719665,0.262567744,x
Cadherin-2 OS=Homo sapiens GN=CDH2 PE=1 SV=4,0.276117074,0.285100043,0.313000878,0.412259631,0.866109459,0.74974959,0.124163355,0.442975539,0.337622529,0.324428968,0.614852631,1,0.106046517,0.301008172,x
Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3,0.131655436,0.192355039,0.80895391,0.564314627,0.785260408,0.722170269,0.215902209,0.517702994,0.736796535,0.449990778,0.625316553,1,0.167748686,0.349434779,x
Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4,0.014719827,0.062685923,0.008152609,0.16805672,0.270429944,0.608824883,0.043971407,0.310345023,0.018046154,0.176461091,0.745398964,1,0.03587606,0.228936997,x
Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,0.020715657,0.071968777,0.782307574,0.558129401,0.225912952,0.608824883,0.94123524,0.819461457,0.171378861,0.260662522,0.806184075,1,0.185795442,0.368976041,x
"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6",0.568200943,0.441247283,0.756050766,0.55108646,0.640904371,0.672603714,0.671517886,0.734285864,0.889252598,0.497453405,0.583295755,1,0.566054347,0.540028072,x
Collagen alpha-3(V) chain OS=Homo sapiens GN=COL5A3 PE=1 SV=3,0.496062646,0.40390566,0.610826324,0.509512802,0.090618847,0.608824883,0.797400224,0.77603028,0.012157918,0.157402841,0.64238532,1,0.015401882,0.167464433,x
Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5,0.219510152,0.251991439,0.291186184,0.404047194,0.165708451,0.608824883,0.154796271,0.476832893,0.113600736,0.232556846,0.933562067,1,0.106860569,0.301008172,x
Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2,0.010778902,0.056599666,0.103477931,0.316457113,0.568973775,0.6491804,0.192243508,0.505824676,0.625875007,0.410365725,0.81179612,1,0.593473304,0.550863922,x
"1,4-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3",0.002983541,0.039958573,0.73845811,0.547156561,0.190709541,0.608824883,0.404530089,0.616361488,0.246781409,0.290464151,0.482400541,1,0.751417768,0.619559639,x
EMILIN-2 OS=Homo sapiens GN=EMILIN2 PE=1 SV=3,4.37E-05,0.00576812,0.000153222,0.036073804,0.741002952,0.705720828,0.005331317,0.143260409,0.005103118,0.132200723,0.28705548,1,0.009940839,0.150735628,x
Lactadherin OS=Homo sapiens GN=MFGE8 PE=1 SV=2,0.008618825,0.054434927,0.085068786,0.292572804,0.482135542,0.63592952,0.339628256,0.590179282,0.448088367,0.357375422,0.608021501,1,0.820866636,0.648887684,x
Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3,0.091169357,0.159869395,0.301487857,0.406970252,0.749079117,0.706185602,0.191204988,0.505197146,0.461569074,0.362059651,0.607493029,1,0.282407261,0.423668947,x
Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,0.004059467,0.041682485,0.888798524,0.587840011,0.03184986,0.608824883,0.217516192,0.517702994,0.081035837,0.228856212,0.280083616,1,0.024990249,0.197044681,x
Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4,0.091346405,0.159876486,0.335259456,0.425508684,0.979144391,0.776610545,0.150042923,0.469176108,0.263781751,0.296381355,0.685138365,1,0.083079883,0.277871251,x
Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2,0.02904867,0.0860739,0.181934957,0.360175528,0.638022837,0.672182494,0.167143313,0.483568795,0.267425184,0.297516863,0.703970274,1,0.23774676,0.405003755,x
Multiple epidermal growth factor-like domains protein 6 OS=Homo sapiens GN=MEGF6 PE=1 SV=4,0.009636101,0.055177748,0.591409312,0.501760509,0.210124572,0.608824883,0.954074879,0.820442581,0.349896958,0.328510304,0.631609655,1,0.222950742,0.396195921,x
L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2,0.001050556,0.02554835,0.010957128,0.16805672,0.18542299,0.608824883,0.036427544,0.287686075,0.057169607,0.212066019,0.967604339,1,0.113766305,0.304456565,x
Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2,0.451236094,0.377029872,0.954504458,0.604096511,0.176439661,0.608824883,0.588638092,0.699242827,0.195401071,0.271376455,0.718864875,1,0.106421514,0.301008172,x
"Signal peptide, CUB and EGF-like domain-containing protein 3 OS=Homo sapiens GN=SCUBE3 PE=1 SV=1",0.003262453,0.040606408,0.007442562,0.16805672,0.084011835,0.608824883,0.003260476,0.11415719,0.001465126,0.084467283,0.181341027,1,0.000852815,0.058178258,x
Transgelin OS=Homo sapiens GN=TAGLN PE=1 SV=4,0.061976065,0.12841513,0.177887229,0.356737585,0.974407033,0.776013627,0.401488906,0.615528332,0.097276573,0.230303107,0.456127894,1,0.260620061,0.416585467,x
ADAMTS-like protein 1 OS=Homo sapiens GN=ADAMTSL1 PE=1 SV=4,0.315712295,0.307739262,0.097763588,0.310685462,0.035328526,0.608824883,0.277043071,0.554710672,0.080552778,0.228856212,0.579368777,1,0.120075478,0.30724788,x
Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens GN=UCHL1 PE=1 SV=2,0.018662389,0.070681292,0.722216185,0.543550532,0.024725652,0.608824883,0.168985562,0.48504998,0.025084571,0.191003944,0.534753607,1,0.014949338,0.167464433,x
Zyxin OS=Homo sapiens GN=ZYX PE=1 SV=1,0.026013241,0.080575069,0.154823597,0.34682986,0.92726636,0.76461931,0.417004777,0.623266649,0.135607813,0.241004638,0.236966368,1,0.364833346,0.452141063,x
Beta-2-glycoprotein 1 OS=Bos taurus GN=APOH PE=1 SV=4,0.295092316,0.295769942,0.525052313,0.484219064,0.548106424,0.640674953,0.477488182,0.643226118,0.801467495,0.470462205,0.920344008,1,0.752317192,0.619641213,x
Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2,0.05979316,0.124170534,0.853884799,0.579063671,0.211229138,0.608824883,0.933861231,0.818094189,0.20828443,0.279213758,0.807191766,1,0.228590281,0.402066429,x
Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1,0.311746757,0.307113263,0.627114248,0.5146059,0.074080021,0.608824883,0.445562754,0.632989762,0.082443344,0.230249809,0.78176943,1,0.070257911,0.270701643,x
14-3-3 protein zeta/delta OS=Bos taurus GN=YWHAZ PE=1 SV=1,0.018770298,0.070799817,0.23324932,0.385369047,0.688525887,0.692167225,0.215021946,0.517702994,0.493551688,0.371294157,0.702010143,1,0.594615818,0.550863922,x
LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=3,0.011110199,0.056599666,0.083900487,0.292572804,0.93284673,0.765613047,0.092300967,0.417822297,0.425797086,0.350685762,0.79167377,1,0.381664856,0.453064641,x
Complement factor B OS=Homo sapiens GN=CFB PE=1 SV=2,0.019889597,0.07109221,0.804717324,0.562933647,0.041134401,0.608824883,0.705832613,0.752268605,0.012487809,0.157488125,0.780542641,1,0.028985107,0.208468814,x
Testican-1 OS=Homo sapiens GN=SPOCK1 PE=1 SV=1,0.003189659,0.040606408,0.010681744,0.16805672,0.994550462,0.776795211,5.77E-05,0.019245147,0.022352734,0.182274658,0.269439282,1,0.002020345,0.074157575,x
Actin-related protein 2/3 complex subunit 2 OS=Bos taurus GN=ARPC2 PE=1 SV=1,0.116768391,0.180925124,0.456655489,0.465021932,0.920264,0.763875219,0.19282375,0.506296605,0.541279335,0.384732584,0.744478432,1,0.343780852,0.449005826,x
Cysteine-rich motor neuron 1 protein OS=Homo sapiens GN=CRIM1 PE=1 SV=1,0.39098596,0.344111288,0.384654445,0.437961466,0.758502333,0.710233569,0.692057194,0.745132562,0.07251154,0.221689297,0.218717269,1,0.438227146,0.480771644,x
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens GN=PLOD2 PE=1 SV=2",0.154047187,0.209657814,0.160375312,0.350422143,0.009117291,0.472171619,0.012611159,0.180993046,0.013282697,0.159618426,0.738374035,1,0.000733299,0.058178258,x
Hemoglobin fetal subunit beta OS=Bos taurus PE=1 SV=1,0.351940102,0.326868245,0.192821733,0.36443351,0.166600823,0.608824883,0.159308522,0.479223471,0.398687745,0.339446971,0.958861991,1,0.377421555,0.453064641,x
"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2",0.562869666,0.438211914,0.768630001,0.555423304,0.321274895,0.608824883,0.753633705,0.766346929,0.274852719,0.300704709,0.595550359,1,0.54823592,0.536539605,x
"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",0.207988857,0.243747581,0.285435942,0.402745676,0.627251033,0.668548072,0.167460959,0.483568795,0.501052957,0.371927722,0.330597083,1,0.260944861,0.416585467,x
Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4,0.409838519,0.354888805,0.550587502,0.491013834,0.844425254,0.746935032,0.714702234,0.75627565,0.67338008,0.427282079,0.711083907,1,0.888100585,0.668560397,x
"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2",0.062981803,0.128839369,0.295666638,0.405616752,0.923249146,0.76461931,0.175204349,0.49005937,0.104059824,0.232556846,0.571956005,1,0.033524844,0.227297688,x
Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1,0.111417312,0.176305916,0.11377083,0.320786258,0.673830878,0.688024784,0.589142533,0.699242827,0.429146971,0.350967444,0.200594278,1,0.580798254,0.546872613,x
Exostosin-2 OS=Homo sapiens GN=EXT2 PE=1 SV=1,0.02915337,0.0860739,0.073533061,0.28983908,0.792595193,0.724613859,0.151194145,0.469176108,0.053528846,0.207537846,0.826263718,1,0.118659229,0.305502896,x
Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens GN=ERAP1 PE=1 SV=3,0.22439601,0.255694468,0.731365132,0.54580857,0.45884588,0.624174769,0.220532898,0.517702994,0.238613243,0.287020917,0.259512017,1,0.100764356,0.299606897,x
A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens GN=ADAMTS7 PE=1 SV=2,0.010710366,0.056599666,0.854471774,0.579063671,0.076581695,0.608824883,0.85568829,0.791725198,0.073355114,0.222272678,0.944728335,1,0.040152091,0.230857499,x
"Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4",0.00682497,0.052558931,0.097290109,0.310685462,0.916495697,0.762318499,0.031831399,0.269810607,0.29615734,0.311049705,0.745477808,1,0.223924555,0.397106474,x
Carboxypeptidase A4 OS=Homo sapiens GN=CPA4 PE=1 SV=2,0.116697522,0.180925124,0.136757402,0.331434248,0.457678913,0.624174769,0.083044752,0.403810892,0.003176019,0.116520383,0.262086694,1,0.005605678,0.105416536,x
Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3,0.868440214,0.567567569,0.673463044,0.530030815,0.985424789,0.776795211,0.322565709,0.577036205,0.619507593,0.408995456,0.627361091,1,0.219200902,0.392150951,x
Insulin-like growth factor-binding protein 2 OS=Homo sapiens GN=IGFBP2 PE=1 SV=2,0.121809438,0.183931695,0.004503346,0.160228477,0.521233978,0.636245034,0.007554021,0.145076259,0.002263074,0.104387059,0.375496456,1,0.00337959,0.0999285,x
Plasminogen activator inhibitor 1 OS=Homo sapiens GN=SERPINE1 PE=1 SV=1,0.010340826,0.055558926,0.394900755,0.442381387,0.4801091,0.63592952,0.673730322,0.735431625,0.988580303,0.524171896,0.384171675,1,0.419938135,0.474025301,x
Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1,0.016583507,0.06721537,0.384950943,0.437961466,0.102102752,0.608824883,0.011413616,0.177962209,0.058057413,0.212066019,0.094013975,1,0.005245325,0.105416536,x
LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2,0.021173729,0.072739802,0.202864956,0.370244509,0.370063307,0.608824883,0.113609422,0.435178604,0.12394652,0.233194644,0.704449254,1,0.07882565,0.27332369,x
Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2,0.012560815,0.058924888,0.723815776,0.543577917,0.664546777,0.684823588,0.244872036,0.530469239,0.581605293,0.398158571,0.635276473,1,0.287915701,0.423668947,x
Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2,0.137194122,0.198038241,0.165697405,0.353402243,0.387074538,0.608824883,0.139053319,0.459326709,0.053473854,0.207537846,0.810985471,1,0.022616839,0.188352518,x
Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1,0.185245765,0.231121527,0.17322119,0.355427844,0.320017542,0.608824883,0.101642051,0.431059229,0.829280321,0.48118907,0.880319076,1,0.717054772,0.605772683,x
Protein-lysine 6-oxidase OS=Homo sapiens GN=LOX PE=1 SV=2,0.147272174,0.204656766,0.745719464,0.549982689,0.669835533,0.687223262,0.374796987,0.605416816,0.844407983,0.484395117,0.358853714,1,0.666196065,0.58078354,x
Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2,0.027767806,0.083585364,0.779110223,0.557570362,0.610689711,0.663700184,0.887378806,0.800228031,0.460099306,0.361812635,0.907638959,1,0.54086652,0.53533783,x
14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1,0.110657272,0.17577208,0.725645565,0.544084311,0.359596264,0.608824883,0.29273709,0.562732436,0.334288997,0.322357774,0.438002377,1,0.189801637,0.37242467,x
Vasorin OS=Homo sapiens GN=VASN PE=1 SV=1,0.305736843,0.303802877,0.87299584,0.583488738,0.109093275,0.608824883,0.680705123,0.740397057,0.089206741,0.230303107,0.420548816,1,0.070443798,0.270701643,x
Hyaluronan and proteoglycan link protein 1 OS=Homo sapiens GN=HAPLN1 PE=2 SV=2,0.000138957,0.012841236,0.597131216,0.504343241,0.161646697,0.608824883,0.890353378,0.800282474,0.147384049,0.247141545,0.633396894,1,0.148943489,0.335659888,x
Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3,0.006571972,0.052122584,0.602090763,0.506714317,0.387164748,0.608824883,0.18794125,0.500764273,0.366874962,0.33272913,0.854181944,1,0.117511582,0.305087713,x
Versican core protein OS=Homo sapiens GN=VCAN PE=1 SV=3,0.015898726,0.065590564,0.037399669,0.246646372,0.276367292,0.608824883,0.161252212,0.479223471,0.00363077,0.122493691,0.256210201,1,0.02282618,0.188352518,x
Lumican OS=Homo sapiens GN=LUM PE=1 SV=2,0.0252224,0.079823472,0.017139717,0.198126971,0.002541203,0.302692217,0.002479051,0.096535687,0.00078799,0.059816075,0.967767247,1,0.000117689,0.025054996,x
Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1,0.11878989,0.182297626,0.267389398,0.398855244,0.142951827,0.608824883,0.2509178,0.538944087,0.945301027,0.512065345,0.838346148,1,0.823975544,0.649693398,x
Hemopexin OS=Bos taurus GN=HPX PE=2 SV=1,0.378053379,0.338204871,0.418512155,0.450566006,0.588678955,0.655737979,0.31602803,0.574608544,0.837118146,0.482527329,0.87217862,1,0.892192047,0.668802524,x
Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,0.090071663,0.158848803,0.305266297,0.407775415,0.093462379,0.608824883,0.026386048,0.252458491,0.05115068,0.207032909,0.202730273,1,0.010391414,0.15090049,x
